Fecha,Foto,Area,%Por,LAI4,LAI5,%Cob,Longitud,Latitud,Poligono,EVI_20160913,GNDVI_20160913,NDRE_20160913,NDVI_20160913,SAVI_20160913,EVI_20161222,GNDVI_20161222,NDRE_20161222,NDVI_20161222,SAVI_20161222,EVI_20170814,GNDVI_20170814,NDRE_20170814,NDVI_20170814,SAVI_20170814,LAI4_outlier_zscore,LAI4_outlier_iqr,LAI5_outlier_zscore,LAI5_outlier_iqr,%Cob_outlier_zscore,%Cob_outlier_iqr,outlier_isoforest,outlier_lof,outlier_dbscan,outlier_ocsvm,n_metodos,outlier_consenso
5/30/2017,3433,99.89,9.96,3.16,2.59,90.04,-73.3165105476841,3.803300978234499,5,0.67363,0.54142743,0.4539281,0.5991851,0.49582896,0.52902615,0.47488338,0.3559316,0.5008148,0.40273145,0.66156304,0.523489,0.43714872,0.5807789,0.47523972,,,,,,,False,False,False,False,0,False
5/30/2017,3434,99.89,11.95,2.73,2.35,88.05,-73.31458858672488,3.801477518638921,5,0.5334149,0.45882273,0.3349331,0.47381872,0.4009705,0.39102823,0.3975984,0.2767694,0.3810202,0.3075332,0.57773864,0.49405465,0.37771884,0.508502,0.4237591,,,,,,,False,False,False,False,0,False
5/30/2017,3435,99.99,6.55,3.76,3.17,93.45,-73.31651390630883,3.80306366747768,5,0.66385376,0.5376478,0.44899955,0.59179384,0.48802876,0.5260343,0.47657138,0.35750568,0.49873322,0.40146986,0.6670702,0.51584536,0.43273044,0.58031535,0.472944,,,,,,,False,False,False,False,0,False
5/30/2017,3436,99.89,7.43,3.95,3.23,92.57,-73.31765499407526,3.8029118848532826,5,0.5885695,0.4836448,0.35765803,0.5225671,0.43962672,0.45423067,0.42962065,0.2950743,0.43648368,0.34816298,0.63537794,0.51422817,0.39444375,0.55329156,0.45765585,,,,,,,False,False,False,False,0,False
5/30/2017,3437,99.89,14.52,2.65,2.18,85.48,-73.31905432557154,3.803475161190674,5,0.7200369,0.55279416,0.448435,0.62469435,0.5261768,0.5931846,0.49733245,0.39512524,0.53467625,0.4410535,0.6089688,0.48711658,0.39400998,0.54648346,0.44098032,,,,,,,False,False,False,False,0,False
5/30/2017,3438,99.89,8.18,3.42,2.84,91.82,-73.31883022267284,3.80211327047582,5,0.5658795,0.46683437,0.3233946,0.5038852,0.42501262,0.3594105,0.37982127,0.23171122,0.35445046,0.2844892,0.5259157,0.45565262,0.31847444,0.47512785,0.39125186,,,,,,,False,False,False,False,0,False
5/30/2017,3439,99.88,20.33,1.92,1.71,79.67,-73.31601155686397,3.801706118764915,5,0.61728346,0.4900512,0.36628783,0.541481,0.46090555,0.34991977,0.3686688,0.22748786,0.342592,0.27763435,0.4369434,0.4111949,0.28646335,0.4031946,0.33180007,,,,,,,False,False,True,False,1,False
5/30/2017,3440,99.89,9.69,3.03,2.63,90.31,-73.31832578903573,3.803626788546195,5,0.7499628,0.5686266,0.4696896,0.6336624,0.5444046,0.63317597,0.51413065,0.4077738,0.55842364,0.46922508,0.6617263,0.515371,0.41495064,0.57066894,0.47016543,,,,,,,False,False,False,False,0,False
5/30/2017,3441,99.89,12.45,2.81,2.38,87.55,-73.31991173888245,3.802378926363697,5,0.5917015,0.4803241,0.35353595,0.51996064,0.44033465,0.3918809,0.40355796,0.2587188,0.38046837,0.31063324,0.6129496,0.49722046,0.3766279,0.5397536,0.4482651,,,,,,,False,False,False,False,0,False
5/30/2017,3442,99.88,16.72,2.42,1.96,83.28,-73.31495665241466,3.803421384187378,5,0.6369874,0.5255367,0.43322146,0.5766616,0.47239596,0.5701835,0.4926941,0.3920888,0.5249046,0.42356744,0.65365916,0.51633894,0.42556876,0.57137793,0.468033,,,,,,,False,False,False,False,0,False
5/30/2017,3443,99.89,10.82,3.03,2.5,89.18,-73.31506497677135,3.801703490553407,5,0.6096028,0.48129597,0.36541864,0.533397,0.45055965,0.40799278,0.40967837,0.29045036,0.3945977,0.32187906,0.5485166,0.4807362,0.36594918,0.49273816,0.40843955,,,,,,,False,False,False,False,0,False
5/30/2017,3444,99.9,12.94,2.6,2.24,87.06,-73.31606559600019,3.8044219135431545,5,0.6845165,0.5425884,0.4444732,0.60484177,0.5022501,0.5910509,0.49539992,0.37774944,0.53498477,0.44374105,0.63651574,0.5082726,0.40993047,0.5658501,0.4636765,,,,,,,False,False,False,False,0,False
5/30/2017,3445,99.88,7.52,3.63,3.04,92.48,-73.31968720563681,3.802782462378366,5,0.6180579,0.49482197,0.382334,0.54224575,0.45742926,0.4599924,0.4400556,0.3285481,0.44566292,0.36210474,0.6742639,0.5319681,0.43468904,0.5782926,0.48588756,,,,,,,False,False,False,False,0,False
5/30/2017,3446,99.89,12.59,2.76,2.31,87.41,-73.31861109628782,3.803001815311304,5,0.58359003,0.4892717,0.37601015,0.52494127,0.4391503,0.43718168,0.41719893,0.305721,0.41443443,0.3364485,0.6104691,0.5074593,0.4027254,0.5450162,0.4484764,,,,,,,False,False,False,False,0,False
5/30/2017,3447,99.89,14.84,2.52,2.13,85.16,-73.31571262523865,3.801296369986545,5,0.5768948,0.46857426,0.34322202,0.5075047,0.43048564,0.3236629,0.36306602,0.22380643,0.3202422,0.259242,0.5402698,0.45804876,0.34707057,0.48418656,0.40109488,,,,,,,False,False,False,False,0,False
5/30/2017,3448,99.89,7.42,3.55,3.11,92.58,-73.31625535449703,3.801553044165808,5,0.59740126,0.48462406,0.36364865,0.5239891,0.4465859,0.33531994,0.36215386,0.22860533,0.32346302,0.26595396,0.47889996,0.44363865,0.31959984,0.43373424,0.3608983,,,,,,,False,False,False,False,0,False
